Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc
dbpA,,ATP-dependent RNA helicase DbpA,1164,1191,1.03,1.0,986.0,1.0,663.0,,1373,1373,1373
B5A32_14620,,hypothetical protein,1164,1164,1.0,7.0,143.0,7.0,13.0,,473,473,473
C2470_04385,,TetR/AcrR family transcriptional regulator,1164,1164,1.0,2.0,503.0,2.0,479.0,,171,581,579
EIU03_02480,,CMD domain-containing protein,1164,1169,1.01,1.0,1034.0,1.0,615.0,,1133,1133,1133
csgD,,transcriptional regulator CsgD,1164,1164,1.0,1.0,360.0,1.0,107.0,,362,650,649
nrfEF,,heme lyase NrfEFG subunit NrfEF,1164,1164,1.0,4.0,109.0,4.0,111.0,,1736,2222,2219
mutL,,DNA mismatch repair endonuclease MutL,1164,1164,1.0,4.0,186.0,4.0,494.0,,659,1856,1852
JVX84_001716,,pilin structural protein SafD,1164,1164,1.0,2.0,173.0,2.0,145.0,,470,470,470
CEZ51_17970,,stress-induced acidophilic repeat motif-containing protein,1164,1164,1.0,1.0,241.0,1.0,584.0,,83,182,181
sufE,,cysteine desulfuration protein SufE,1164,1164,1.0,1.0,692.0,1.0,955.0,,231,416,415
CBH71_12510,,transcriptional regulator,1164,1164,1.0,6.0,210.0,6.0,164.0,,672,755,754
mdsC,,multidrug efflux transporter outer membrane subunit MdsC,1164,1164,1.0,2.0,270.0,2.0,242.0,,485,1457,1455
mdtD,,DHA2 family efflux MFS transporter permease subunit,1164,1173,1.01,14.0,3.0,14.0,3.0,,245,1427,1412
D1C65_09800,,hypothetical protein,1164,1164,1.0,3.0,438.0,3.0,157.0,,698,731,707
CJK31_13260,,CesT family type III secretion system chaperone,1164,1164,1.0,8.0,266.0,8.0,115.0,,416,416,416
MKI04_002031,,DUF1266 domain-containing protein,1164,1164,1.0,8.0,262.0,8.0,119.0,,674,716,715
cpsB,,mannose-1-phosphate guanyltransferase,1164,1164,1.0,8.0,231.0,8.0,344.0,,1115,1442,1441
MKI04_002826,,J domain-containing protein,1164,1164,1.0,2.0,106.0,2.0,557.0,,1433,1433,1433
K1191_000299,,DNA/RNA non-specific endonuclease,1164,1164,1.0,1.0,647.0,1.0,1000.0,,836,872,854
CE615_03010,,helix-turn-helix transcriptional regulator,1164,1164,1.0,1.0,575.0,1.0,320.0,,246,593,592
C2P11_14600,,PTS sugar transporter subunit IIB,1164,1164,1.0,5.0,97.0,5.0,97.0,,146,272,271
DO334_03785,,SIS domain-containing protein,1164,1164,1.0,4.0,323.0,4.0,297.0,,597,1031,1024
GZB72_002980,,DUF1062 domain-containing protein,1164,1164,1.0,4.0,364.0,4.0,339.0,,608,608,608
EJ247_10715,,DUF1471 domain-containing protein,1164,1164,1.0,4.0,482.0,4.0,462.0,,275,275,275
CPW09_00405,,NADP-dependent oxidoreductase,1164,1200,1.04,1.0,914.0,1.0,733.0,,1010,1070,1042
dtpA,,dipeptide/tripeptide permease DtpA,1164,1164,1.0,1.0,771.0,1.0,876.0,,1284,1541,1504
ERT13_03880,,hypothetical protein,1164,1164,1.0,6.0,141.0,6.0,234.0,,179,179,179
sitA,,iron/manganese ABC transporter substrate-binding protein SitA,1164,1164,1.0,6.0,205.0,6.0,169.0,,702,917,916
group_3667,rarD,EamA family transporter RarD,1164,1164,1.0,6.0,369.0,6.0,40.0,,803,887,886
JQA27_001666,,VOC family protein,1164,1164,1.0,3.0,104.0,3.0,438.0,,380,434,391
pocR,,regulatory protein PocR,1164,1164,1.0,8.0,159.0,8.0,271.0,,866,911,910
kdsA,,3-deoxy-8-phosphooctulonate synthase,1164,1164,1.0,1.0,199.0,1.0,542.0,,637,854,853
pipA,,type III secretion system effector protease PipA,1164,1164,1.0,1.0,300.0,1.0,47.0,,656,680,679
sifA,,SPI-2 type III secretion system effector SifA,1164,1164,1.0,1.0,449.0,1.0,192.0,,971,1010,1009
katG,,catalase/peroxidase HPI,1164,1164,1.0,10.0,26.0,10.0,26.0,,532,2180,2178
dtpD,,MFS transporter,1164,1164,1.0,2.0,57.0,2.0,56.0,,1391,1481,1480
DP594_03805,,DUF1435 domain-containing protein,1164,1164,1.0,4.0,311.0,4.0,285.0,,236,236,236
idnK,,gluconokinase,1164,1164,1.0,4.0,383.0,4.0,358.0,,481,530,529
osmX,,osmoprotectant ABC transporter substrate-binding protein OsmX,1164,1164,1.0,1.0,814.0,1.0,833.0,,860,902,901
NCI12_000469,,ROK family transcriptional regulator,1164,1164,1.0,1.0,809.0,1.0,838.0,,1160,1220,1219
ssaN,,EscN/YscN/HrcN family type III secretion system ATPase,1164,1164,1.0,1.0,734.0,1.0,913.0,,822,1301,1300
stpA,,DNA-binding protein StpA,1164,1164,1.0,6.0,142.0,6.0,233.0,,377,401,400
nrdI,,class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI,1164,1164,1.0,6.0,151.0,6.0,224.0,,410,410,410
pduQ,,1-propanol dehydrogenase PduQ,1164,1164,1.0,8.0,175.0,8.0,287.0,,1100,1112,1111
malZ,,maltodextrin glucosidase,1164,1164,1.0,2.0,322.0,2.0,294.0,,1817,1817,1817
C8663_07780,,EAL domain-containing protein,1164,1164,1.0,2.0,263.0,2.0,235.0,,1574,1574,1574
C8672_12385,,response regulator transcription factor,1164,1164,1.0,7.0,259.0,7.0,289.0,,520,602,601
gntX,,DNA utilization protein GntX,1164,1164,1.0,7.0,164.0,7.0,34.0,,656,683,682
KLR10_000492,,PTS galactitol transporter subunit IIC,1164,1164,1.0,7.0,35.0,7.0,106.0,,1319,1358,1357
K7851_002769,,glycoside hydrolase family 127 protein,1164,1164,1.0,7.0,338.0,7.0,212.0,,1955,1997,1955
C3Z98_10060,,alpha-amylase,1164,1164,1.0,7.0,322.0,7.0,227.0,,2027,2027,2027
C3003_01215,,DUF2145 domain-containing protein,1164,1164,1.0,2.0,462.0,2.0,434.0,,824,848,824
FXP87_08625,,"L,D-transpeptidase family protein",1164,1164,1.0,1.0,440.0,1.0,183.0,,929,965,964
iaaA,,beta-aspartyl-peptidase,1164,1164,1.0,3.0,353.0,3.0,70.0,,896,941,940
NIO22_003414,,imidazolonepropionase,1164,1164,1.0,3.0,414.0,3.0,131.0,,981,1223,1222
modF,,molybdate ABC transporter ATP-binding protein ModF,1164,1164,1.0,3.0,423.0,3.0,141.0,,1440,1475,1474
acrD,,multidrug efflux RND transporter permease AcrD,1164,1164,1.0,5.0,271.0,5.0,307.0,,2966,3113,3112
eutS,,ethanolamine utilization microcompartment protein EutS,1164,1164,1.0,5.0,282.0,5.0,318.0,,122,335,334
GPC03_002817,,molybdopterin-binding protein,1164,1164,1.0,5.0,41.0,5.0,41.0,,176,176,176
CJW07_17865,,alpha-glucosidase,1164,1164,1.0,10.0,115.0,10.0,115.0,,2036,2036,2036
CGK97_19315,,type II toxin-antitoxin system HigB family toxin,1164,1164,1.0,10.0,103.0,10.0,127.0,,311,311,311
ftnA,,non-heme ferritin,1164,1164,1.0,1.0,24.0,1.0,368.0,,386,497,496
mtgA,,monofunctional biosynthetic peptidoglycan transglycosylase,1164,1164,1.0,3.0,463.0,3.0,182.0,,728,728,728
napF,,ferredoxin-type protein NapF,1164,1164,1.0,5.0,11.0,5.0,13.0,,491,491,491
mltF,,membrane-bound lytic murein transglycosylase MltF,1164,1164,1.0,5.0,179.0,5.0,215.0,,1487,1544,1543
M8C94_003993,,LysR family transcriptional regulator,1164,1164,1.0,1.0,476.0,1.0,217.0,,899,899,899
CQW94_23600,,MFS transporter,1164,1164,1.0,1.0,466.0,1.0,207.0,,216,1301,1294
GPA43_000848,,SDR family oxidoreductase,1164,1164,1.0,4.0,469.0,4.0,449.0,,103,851,782
GSD84_000119,,PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC,1164,1164,1.0,4.0,326.0,4.0,300.0,,779,779,779
CEQ80_08280,,BrnA antitoxin family protein,1164,1164,1.0,4.0,335.0,4.0,309.0,,302,302,302
F0581_07285,,BrnT family toxin,1164,1164,1.0,4.0,336.0,4.0,310.0,,287,287,287
K1Z12_004356,,beta-aspartyl-peptidase,1164,1164,1.0,4.0,352.0,4.0,326.0,,1169,1172,1171
yjeH,,L-methionine/branched-chain amino acid transporter,1164,1164,1.0,4.0,158.0,4.0,158.0,,1241,1241,1241
yddG,,aromatic amino acid efflux DMT transporter YddG,1164,1164,1.0,1.0,894.0,1.0,753.0,,881,881,881
dmsD,,Tat proofreading chaperone DmsD,1164,1164,1.0,1.0,816.0,1.0,831.0,,614,614,614
group_7318,osmY,osmoprotectant ABC transporter permease OsmY,1164,1164,1.0,1.0,815.0,1.0,832.0,,710,710,710
GPA51_000498,,YdiU family protein,1164,1164,1.0,1.0,664.0,1.0,983.0,,1442,1442,1442
gabP,,GABA permease,1164,1164,1.0,6.0,135.0,6.0,240.0,,1388,1400,1399
gudD,,glucarate dehydratase,1164,1164,1.0,6.0,307.0,6.0,68.0,,1340,1340,1340
FE071_20160,,inorganic triphosphatase,1164,1164,1.0,3.0,192.0,3.0,348.0,,1301,1301,1301
GIT43_08770,,FAD-binding oxidoreductase,1164,1164,1.0,3.0,115.0,3.0,427.0,,1301,1301,1301
narP,,nitrate/nitrite response regulator protein NarP,1164,1164,1.0,8.0,3.0,8.0,3.0,,638,647,646
cirA,,catecholate siderophore receptor CirA,1164,1164,1.0,8.0,330.0,8.0,51.0,,1991,1991,1991
pduJ,,propanediol utilization microcompartment protein PduJ,1164,1164,1.0,8.0,168.0,8.0,280.0,,275,275,275
pduF,,propanediol diffusion facilitator PduF,1164,1164,1.0,8.0,160.0,8.0,272.0,,794,794,794
DAJ11_11555,,cobyric acid synthase,1164,1164,1.0,8.0,141.0,8.0,253.0,,1520,1520,1520
CHU36_17345,,EmmdR/YeeO family multidrug/toxin efflux MATE transporter,1164,1164,1.0,8.0,136.0,8.0,248.0,,1457,1457,1457
DRC21_12225,,hypothetical protein,1164,1164,1.0,8.0,128.0,8.0,240.0,,1682,1694,1693
acrR,,multidrug efflux transporter transcriptional repressor AcrR,1164,1164,1.0,2.0,400.0,2.0,372.0,,653,653,653
phnV,,"2-aminoethylphosphonate ABC transport system, membrane component PhnV",1164,1164,1.0,2.0,348.0,2.0,320.0,,797,797,797
IBM82_002239,,DUF2474 domain-containing protein,1164,1164,1.0,2.0,282.0,2.0,254.0,,131,131,131
mdsB,,multidrug efflux RND transporter permease subunit MdsB,1164,1164,1.0,2.0,271.0,2.0,243.0,,3167,3167,3167
group_7518,leuD,3-isopropylmalate dehydratase small subunit,1164,1164,1.0,2.0,249.0,2.0,221.0,,614,626,625
narX,,nitrate/nitrite two-component system sensor histidine kinase NarX,1164,1164,1.0,1.0,205.0,1.0,548.0,,1778,1796,1795
narL,,two-component system response regulator NarL,1164,1164,1.0,1.0,204.0,1.0,547.0,,650,650,650
group_7571,cspE,transcription antiterminator/RNA stability regulator CspE,1164,1164,1.0,1.0,132.0,1.0,475.0,,209,209,209
lpfE,,long polar fimbrial protein LpfE,1164,1164,1.0,7.0,290.0,7.0,258.0,,527,527,527
GOQ60_002377,,dihydroxy-acid dehydratase,1164,1164,1.0,7.0,184.0,7.0,54.0,,1715,1715,1715
C3001_15700,,MFS transporter,1164,1164,1.0,7.0,183.0,7.0,53.0,,1334,1334,1334
ID420_002581,,PTS sugar transporter subunit IIA,1164,1164,1.0,7.0,33.0,7.0,104.0,,473,473,473
IIF56_002670,,4Fe-4S dicluster domain-containing protein,1164,1164,1.0,7.0,324.0,7.0,225.0,,473,473,473
polB,,DNA polymerase II,1164,1164,1.0,9.0,49.0,9.0,102.0,,2351,2351,2351
sgrR,,HTH-type transcriptional regulator SgrR,1164,1164,1.0,9.0,61.0,9.0,115.0,,1658,1658,1658
ampE,,beta-lactamase regulator AmpE,1164,1164,1.0,9.0,102.0,9.0,156.0,,854,854,854
D0U98_13295,,DUF3950 domain-containing protein,1164,1164,1.0,1.0,306.0,1.0,53.0,,170,170,170
DMK89_14320,,C69 family dipeptidase,1164,1164,1.0,1.0,307.0,1.0,54.0,,1469,1469,1469
NKE09_003474,,stress-induced protein,1164,1164,1.0,1.0,336.0,1.0,82.0,,167,167,167
GV174_11135,,Gfo/Idh/MocA family oxidoreductase,1164,1164,1.0,1.0,390.0,1.0,135.0,,923,923,923
GOO05_001510,,DUF2618 domain-containing protein,1164,1164,1.0,2.0,66.0,2.0,66.0,,104,104,104
CE641_19055,,TRAP transporter substrate-binding protein,1164,1164,1.0,10.0,79.0,10.0,79.0,,983,983,983
GTT06_001691,,CynX/NimT family MFS transporter,1164,1164,1.0,1.0,591.0,1.0,336.0,,1184,1184,1184
GS029_002658,,MerR family transcriptional regulator,1164,1164,1.0,1.0,576.0,1.0,321.0,,848,848,848
M4F00_003953,,electron transfer flavoprotein-ubiquinone oxidoreductase,1164,1164,1.0,3.0,341.0,3.0,57.0,,1682,1685,1684
grxA,,"glutaredoxin, GrxA family",1164,1164,1.0,3.0,327.0,3.0,43.0,,263,263,263
rimK,,30S ribosomal protein S6--L-glutamate ligase,1164,1164,1.0,3.0,324.0,3.0,40.0,,902,902,902
CJK04_17140,,YbjN domain-containing protein,1164,1164,1.0,3.0,323.0,3.0,39.0,,476,476,476
H5211_003362,,SDR family oxidoreductase,1164,1164,1.0,3.0,302.0,3.0,18.0,,1433,1433,1433
D3568_11825,,amino acid permease,1164,1164,1.0,5.0,393.0,5.0,114.0,,1406,1406,1406
KZC66_003591,,hypothetical protein,1164,1164,1.0,5.0,277.0,5.0,313.0,,230,230,230
mgrA,,L-glyceraldehyde 3-phosphate reductase,1164,1164,1.0,5.0,343.0,5.0,378.0,,998,998,998
DPY09_15185,,LysR family transcriptional regulator,1164,1164,1.0,5.0,32.0,5.0,33.0,,872,878,877
EAK55_13440,,virulence factor BrkB family protein,1164,1164,1.0,10.0,107.0,10.0,123.0,,872,872,872
group_7957,fucO,lactaldehyde reductase,1164,1164,1.0,10.0,89.0,10.0,141.0,,1148,1148,1148
rhaT,,L-rhamnose/proton symporter RhaT,1164,1164,1.0,10.0,83.0,10.0,83.0,,1034,1034,1034
kefG,,glutathione-regulated potassium-efflux system ancillary protein KefG,1164,1164,1.0,12.0,72.0,12.0,22.0,,551,551,551
BD964_21585,,monooxygenase,1164,1164,1.0,12.0,75.0,12.0,19.0,,311,311,311
asrC,,anaerobic sulfite reductase subunit AsrC,1164,1164,1.0,5.0,196.0,5.0,232.0,,1013,1013,1013
DA847_13080,,multidrug efflux RND transporter permease subunit,1164,1164,1.0,15.0,33.0,15.0,3.0,,3113,3113,3113
csrD,,RNase E specificity factor CsrD,1164,1164,1.0,15.0,26.0,15.0,19.0,,1940,1940,1940
fliD,,flagellar filament capping protein FliD,1164,1164,1.0,8.0,25.0,8.0,192.0,,1403,1403,1403
fliB,,lysine-N-methylase,1164,1164,1.0,8.0,23.0,8.0,190.0,,1181,1205,1204
dmsA,,dimethylsulfoxide reductase subunit A,1164,1164,1.0,13.0,54.0,13.0,23.0,,2438,2444,2443
group_8046,citG,triphosphoribosyl-dephospho-CoA synthase CitG,1164,1164,1.0,9.0,13.0,9.0,66.0,,908,908,908
H3K95_003983,,MurR/RpiR family transcriptional regulator,1164,1164,1.0,5.0,174.0,5.0,210.0,,848,848,848
FOU24_05805,,glycoside hydrolase family 1 protein,1163,1163,1.0,7.0,42.0,7.0,113.0,,1382,1391,1382
CHU14_07590,,fimbrial biogenesis usher protein,1163,1163,1.0,2.0,471.0,2.0,443.0,,2603,2618,2611
D0O71_24150,,oxaloacetate decarboxylase subunit gamma,1163,1163,1.0,9.0,6.0,9.0,59.0,,148,242,238
torA,,trimethylamine-N-oxide reductase TorA,1163,1163,1.0,14.0,71.0,14.0,61.0,,2552,2552,2552
dgoD,,galactonate dehydratase,1163,1163,1.0,14.0,66.0,14.0,67.0,,1148,1148,1148
cybB,,cytochrome b561,1163,1214,1.05,1.0,968.0,1.0,681.0,,530,530,530
MU263_004933,,glycoside-pentoside-hexuronide family transporter,1163,1204,1.04,7.0,68.0,7.0,139.0,,1382,1382,1382
osmB,,osmotically-inducible lipoprotein OsmB,1163,1164,1.01,1.0,1040.0,1.0,609.0,,218,218,218
torC,,pentaheme c-type cytochrome TorC,1163,1163,1.0,14.0,72.0,14.0,62.0,,1184,1184,1184
NKE09_000296,,type II toxin-antitoxin system RelE/ParE family toxin,1163,1163,1.0,6.0,301.0,6.0,74.0,,178,296,295
ansP,,L-asparagine permease,1163,1182,1.02,1.0,909.0,1.0,738.0,,1493,1493,1493
CJW11_03455,,YfiR family protein,1163,1163,1.0,6.0,13.0,6.0,276.0,,518,518,518
pspD,,phage shock protein PspD,1163,1172,1.01,1.0,1019.0,1.0,630.0,,218,218,218
yicI,,alpha-xylosidase,1163,1207,1.04,7.0,69.0,7.0,140.0,,2318,2318,2318
CEW36_02015,,DUF2526 family protein,1163,1196,1.03,1.0,917.0,1.0,730.0,,233,233,233
prfH,,peptide chain release factor H,1163,1338,1.16,2.0,186.0,2.0,158.0,,614,614,614
group_19453,dmsB,dimethylsulfoxide reductase subunit B,1163,1163,1.0,1.0,818.0,1.0,829.0,,617,617,617
CIX60_05620,,aldo/keto reductase,1163,1182,1.02,1.0,1008.0,1.0,641.0,,869,869,869
JM244_004205,,2-dehydro-3-deoxygalactonokinase,1163,1163,1.0,14.0,64.0,14.0,69.0,,878,878,878
tsaE,,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE,1163,1163,1.0,4.0,184.0,4.0,496.0,,461,461,461
C9A96_03705,,GntR family transcriptional regulator,1163,1163,1.0,5.0,26.0,5.0,27.0,,695,911,873
LH860_002102,,RNA helicase,1163,1163,1.0,3.0,143.0,3.0,399.0,,60,515,514
nrfD,,cytochrome c nitrite reductase subunit NrfD,1163,1163,1.0,4.0,108.0,4.0,110.0,,706,956,955
fliK,,flagellar hook length control protein FliK,1163,1163,1.0,8.0,39.0,8.0,206.0,,500,1223,1216
spiA,,SPI-2 type III secretion system protein SpiA,1163,1163,1.0,1.0,713.0,1.0,934.0,,1385,1493,1492
FBB63_00765,,molybdate ABC transporter substrate-binding protein,1163,1163,1.0,3.0,129.0,3.0,413.0,,148,710,709
NK425_002297,,DUF1307 domain-containing protein,1163,1163,1.0,8.0,285.0,8.0,96.0,,521,530,529
FTQ33_05930,,YceI family protein,1163,1163,1.0,1.0,376.0,1.0,123.0,,299,587,574
CJF97_03320,,SLC13/DASS family transporter,1163,1163,1.0,2.0,8.0,2.0,6.0,,1166,1268,1266
GXF59_05750,,chitinase,1163,1163,1.0,4.0,247.0,4.0,221.0,,1895,2099,2098
K6L68_001776,,hypothetical protein,1163,1163,1.0,4.0,480.0,4.0,460.0,,206,230,206
KRB26_000338,,dimethyl sulfoxide reductase subunit A,1163,1163,1.0,1.0,819.0,1.0,828.0,,1685,2438,2433
uxaC,,glucuronate isomerase,1163,1163,1.0,3.0,124.0,3.0,418.0,,724,1412,1411
mak,,fructokinase,1163,1163,1.0,2.0,314.0,2.0,286.0,,831,908,907
CY725_10630,,PstS family phosphate ABC transporter substrate-binding protein,1163,1163,1.0,7.0,181.0,7.0,51.0,,1460,1559,1558
DWF11_22005,,aryl-sulfate sulfotransferase,1163,1163,1.0,10.0,35.0,10.0,35.0,,1649,1790,1789
BWD03_16255,,hypothetical protein,1163,1163,1.0,1.0,32.0,1.0,376.0,,116,116,116
KRB26_000745,,YebB family permuted papain-like enzyme,1163,1163,1.0,1.0,62.0,1.0,406.0,,551,599,598
N7J95_003196,,GpE family phage tail protein,1163,1163,1.0,4.0,33.0,4.0,36.0,,128,128,128
GPA43_000649,,phage late control D family protein,1163,1163,1.0,4.0,29.0,4.0,32.0,,1043,1043,1043
CJ707_17450,,glycosyltransferase family 2 protein,1163,1163,1.0,4.0,26.0,4.0,29.0,,322,971,927
LH860_003972,,ABC-F family ATPase,1163,1163,1.0,3.0,361.0,3.0,78.0,,1522,1595,1591
ttrA,,tetrathionate reductase subunit TtrA,1163,1163,1.0,1.0,702.0,1.0,945.0,,1153,3113,3059
GVC68_001262,,DUF1120 domain-containing protein,1163,1163,1.0,4.0,292.0,4.0,266.0,,680,689,688
marA,,MDR efflux pump AcrAB transcriptional activator MarA,1163,1163,1.0,1.0,843.0,1.0,804.0,,383,434,394
MOS69_001420,,YnfC family lipoprotein,1163,1163,1.0,1.0,822.0,1.0,825.0,,692,710,709
KIW89_000260,,dimethylsulfoxide reductase,1163,1163,1.0,1.0,817.0,1.0,830.0,,854,857,856
IHX85_002556,,hypothetical protein,1163,1163,1.0,6.0,246.0,6.0,129.0,,449,449,449
CKP39_15155,,flotillin family protein,1163,1163,1.0,3.0,187.0,3.0,353.0,,1205,1679,1678
CIX38_01045,,mannitol dehydrogenase family protein,1163,1163,1.0,3.0,71.0,3.0,524.0,,1466,1967,1473
HO281_002226,,hypothetical protein,1163,1163,1.0,8.0,340.0,8.0,41.0,,122,122,122
rfbB,,"dTDP-glucose 4,6-dehydratase",1163,1163,1.0,8.0,223.0,8.0,336.0,,70,1085,1084
group_4811,rfbA,glucose-1-phosphate thymidylyltransferase RfbA,1163,1163,1.0,8.0,221.0,8.0,334.0,,878,878,878
KVA68_001720,,phosphoadenosine phosphosulfate reductase,1163,1163,1.0,2.0,529.0,2.0,505.0,,1089,1235,1234
CEY63_18390,,acyl-CoA dehydrogenase,1163,1163,1.0,3.0,343.0,3.0,59.0,,1115,1163,1162
DSC76_03500,,arabinose transporter,1163,1163,1.0,5.0,379.0,5.0,128.0,,271,1178,1177
GTT07_003018,,VWA domain-containing protein,1163,1163,1.0,5.0,68.0,5.0,68.0,,1757,1790,1781
I3040_004454,,alpha/beta hydrolase,1163,1163,1.0,10.0,102.0,10.0,128.0,,929,929,929
D7W85_15730,,ABC transporter ATP-binding protein,1163,1163,1.0,12.0,73.0,12.0,21.0,,590,1907,1905
CK705_21260,,phage tail assembly protein,1163,1163,1.0,4.0,34.0,4.0,37.0,,317,317,317
GTT07_001259,,phage baseplate assembly protein V,1163,1163,1.0,4.0,28.0,4.0,31.0,,722,722,722
CKC57_01980,,GntP family permease,1163,1163,1.0,6.0,257.0,6.0,118.0,,979,1499,1495
C8418_20665,,glycoside hydrolase family 31 protein,1163,1163,1.0,4.0,223.0,4.0,197.0,,2039,2039,2039
ulaA,,PTS ascorbate transporter subunit IIC,1163,1163,1.0,4.0,488.0,4.0,468.0,,1397,1397,1397
GVC20_001143,,pyridoxal phosphate-dependent aminotransferase,1163,1163,1.0,1.0,881.0,1.0,766.0,,1202,1202,1202
marB,,multiple antibiotic resistance protein MarB,1163,1163,1.0,1.0,842.0,1.0,805.0,,215,215,215
ydeE,,efflux MFS transporter YdeE,1163,1163,1.0,1.0,840.0,1.0,807.0,,1187,1187,1187
ELU44_01150,,amidohydrolase,1163,1163,1.0,1.0,791.0,1.0,856.0,,1694,1706,1705
queD,,6-carboxytetrahydropterin synthase QueD,1163,1163,1.0,6.0,295.0,6.0,80.0,,362,362,362
CGL04_05160,,type II toxin-antitoxin system ParD family antitoxin,1163,1163,1.0,6.0,302.0,6.0,73.0,,356,356,356
CBR12_16395,,flagellin FliC,1163,1163,1.0,8.0,24.0,8.0,191.0,,160,1520,1460
zupT,,zinc transporter ZupT,1163,1163,1.0,3.0,180.0,3.0,362.0,,773,773,773
CFE76_12675,,Rpn family recombination-promoting nuclease/putative transposase,1163,1163,1.0,2.0,402.0,2.0,374.0,,921,935,934
hha,,hemolysin expression modulator Hha,1163,1163,1.0,2.0,396.0,2.0,368.0,,218,218,218
dauA,,C4-dicarboxylic acid transporter DauA,1163,1163,1.0,1.0,190.0,1.0,533.0,,1685,1685,1685
lpfB,,molecular chaperone LpfB,1163,1163,1.0,7.0,294.0,7.0,255.0,,698,698,698
B8136_17690,,DsbA family protein,1163,1163,1.0,1.0,331.0,1.0,77.0,,623,623,623
I9E69_002792,,rhodanese-related sulfurtransferase,1163,1163,1.0,1.0,375.0,1.0,122.0,,1042,1052,1051
tcuR,,tricarballylate utilization LysR family transcriptional regulator TcuR,1163,1163,1.0,2.0,76.0,2.0,76.0,,926,926,926
C8672_15945,,TRAP transporter small permease,1163,1163,1.0,10.0,80.0,10.0,80.0,,515,515,515
btuB,,TonB-dependent vitamin B12 receptor BtuB,1163,1163,1.0,10.0,3.0,10.0,3.0,,1832,1844,1843
hxpB,,hexitol phosphatase HxpB,1163,1163,1.0,1.0,639.0,1.0,1008.0,,668,668,668
M8W61_003198,,DUF1996 domain-containing protein,1163,1163,1.0,4.0,138.0,4.0,139.0,,1400,1400,1400
G6172_003929,,YifB family Mg chelatase-like AAA ATPase,1163,1163,1.0,11.0,84.0,11.0,61.0,,1520,1520,1520
GXG87_05445,,hypothetical protein,1163,1163,1.0,4.0,41.0,4.0,44.0,,287,287,287
C3T90_02255,,hypothetical protein,1163,1163,1.0,4.0,30.0,4.0,33.0,,209,209,209
C2484_03855,,hypothetical protein,1163,1163,1.0,4.0,25.0,4.0,28.0,,1547,1547,1547
GXG60_18845,,baseplate protein,1163,1163,1.0,4.0,24.0,4.0,27.0,,359,359,359
C2K47_04910,,phage tail protein I,1163,1163,1.0,4.0,22.0,4.0,25.0,,632,632,632
LD343_004368,,PTS sugar transporter subunit IIC,1163,1163,1.0,5.0,176.0,5.0,212.0,,1361,1361,1361
ED967_05470,,DUF1493 family protein,1162,1162,1.0,6.0,247.0,6.0,128.0,,130,347,344
bapA,,biofilm-associated protein BapA,1162,1165,1.01,6.0,31.0,6.0,294.0,,350,11504,11435
CJK03_16825,,DUF3251 domain-containing protein,1162,1162,1.0,7.0,350.0,7.0,200.0,,503,731,681
GOO05_001380,,major outer membrane lipoprotein,1162,1162,1.0,1.0,694.0,1.0,953.0,,239,242,239
torD,,molecular chaperone TorD,1162,1162,1.0,14.0,70.0,14.0,60.0,,632,632,632
FRK71_14370,,MFS transporter,1162,1162,1.0,14.0,67.0,14.0,66.0,,1337,1337,1337
nhoA,,N-hydroxyarylamine O-acetyltransferase,1162,1167,1.01,1.0,906.0,1.0,741.0,,845,845,845
hslJ,,heat shock protein HslJ,1162,1197,1.04,1.0,977.0,1.0,672.0,,410,410,410
DWE76_21165,,mandelate racemase/muconate lactonizing enzyme family protein,1162,1169,1.01,14.0,60.0,14.0,73.0,,1193,1193,1193
GVC71_002154,,hypothetical protein,1162,1173,1.01,7.0,60.0,7.0,131.0,,464,464,464
FVC66_19450,,phage tail tape measure protein,1162,1162,1.0,4.0,32.0,4.0,35.0,,1994,2366,2353
